MOLECULE_DESC,MAT FEB'24,MAT FEB'26,QTY MAT FEB'26,CAGR,Market Share
INDAPAMIDE + OLMESARTAN MEDOXOMIL,5.199999999999999,9.0,4445,0.315587028960544,0.00038745339796630016
INDAPAMIDE + PERINDOPRIL ERBUMINE,14.7,14.399999999999999,7346,-0.010256681389212985,0.0006199254367460803
INDAPAMIDE + TELMISARTAN,9.5,12.7,9633,0.1562188829383293,0.0005467397949080014
IRBESARTAN,2.3,2.3,1430,0.0,9.90158683691656e-05
ISOSORBIDE DINITRATE,19.4,19.9,299749,0.012804618806751211,0.0008567025132810415
ISOSORBIDE MONONITRATE,76.60000000000001,70.6,171664,-0.03996301202674368,0.003039356655157866
ISOSORBIDE MONONITRATE + METOPROLOL SUCCINATE,0.0,0.0,1,0.0,0.0
LERCANIDIPINE HYDROCHLORIDE,3.4,3.1,3369,-0.04513628936776892,0.00013345617041061452
LEVAMLODIPINE BESILATE,135.70000000000002,129.0,215759,-0.02499929142364621,0.005553498704183636
LEVAMLODIPINE BESILATE + LISINOPRIL,0.0,0.0,0,0.0,0.0
LEVAMLODIPINE BESILATE + LOSARTAN POTASSIUM SALT,7.7,6.4,3743,-0.08831538832289643,0.00027552241633159127
LEVAMLODIPINE BESILATE + NEBIVOLOL HYDROCHLORIDE,51.4,54.7,29186,0.03160182950126167,0.002354855652084069
LEVAMLODIPINE BESILATE + RAMIPRIL,0.0,0.0,0,0.0,0.0
LEVAMLODIPINE BESILATE + S-METOPROLOL SUCCINATE,14.8,18.3,11581,0.11197413930652478,0.0007878219091981437
LEVAMLODIPINE BESILATE + S-METOPROLOL TARTRATE,2.5,2.8,2519,0.05830052442583611,0.00012054105714507116
LEVAMLODIPINE BESILATE + TELMISARTAN,51.3,59.4,44622,0.07605517369794068,0.002557192426577581
LISINOPRIL,17.6,16.1,13991,-0.04356248124996309,0.0006931110785841593
LOSARTAN POTASSIUM SALT,219.0,227.4,423553,0.018997627270820328,0.009789655855281852
LOSARTAN POTASSIUM SALT + RAMIPRIL,1.4,0.9,587,-0.1982162742627268,3.874533979663002e-05
METHYLDOPA,0.0,0.0,2,0.0,0.0
METOPROLOL FUMARATE + TELMISARTAN,0.1,0.1,129,0.0,4.3050377551811136e-06
METOPROLOL SUCCINATE + OLMESARTAN MEDOXOMIL,14.7,14.0,10270,-0.024099927051466796,0.0006027052857253558
METOPROLOL SUCCINATE + RAMIPRIL,119.5,137.9,74351,0.0742322353185505,0.005936647064394756
METOPROLOL SUCCINATE + TELMISARTAN,367.5,463.7,379250,0.12328478467528137,0.01996246007077482
METOPROLOL TARTRATE + OLMESARTAN MEDOXOMIL,34.8,36.0,22076,0.017095255431215595,0.0015498135918652007
METOPROLOL TARTRATE + RAMIPRIL,17.6,18.6,10920,0.028016625263512784,0.0008007370224636871
METOPROLOL TARTRATE + TELMISARTAN,276.5,328.0,256522,0.08915415859899745,0.014120523836994052
MILRINONE LACTATE,15.2,14.2,1469,-0.03345433304173906,0.0006113153612357181
MINOXIDIL,10.1,10.7,3213,0.02927447291480978,0.0004606390398043791
MOXONIDINE,70.1,91.5,93077,0.1424877128604447,0.0039391095459907184
NEBIVOLOL HYDROCHLORIDE + TELMISARTAN,32.2,46.3,29670,0.19911975997302456,0.001993232480648855
NEBIVOLOL HYDROCHLORIDE + VALSARTAN,3.3,3.2,1321,-0.015268072165338098,0.00013776120816579563
NICORANDIL,370.7,482.7,281070,0.14110959303567627,0.020780417244259233
NIFEDIPINE,187.9,267.3,591891,0.19271337472682926,0.011507365919599116
NIMODIPINE,13.2,14.9,8373,0.06244429443989152,0.0006414506255219859
NITRENDIPINE,0.0,0.0,0,0.0,0.0
NITROGLYCERIN,437.2,503.2,682757,0.0728283454203753,0.02166294998407136
NITROPRUSSIDE SODIUM SALT,1.0,1.1,79,0.04880884817015163,4.735541530699225e-05
OLMESARTAN MEDOXOMIL,326.9,355.3,294772,0.042533798353654007,0.015295799144158496
PERINDOPRIL ERBUMINE,21.4,24.9,16912,0.07868039838923502,0.0010719544010400971
PHENOXYBENZAMINE HYDROCHLORIDE,0.4,0.30000000000000004,37,-0.1339745962155613,1.2915113265543342e-05
PHENYLEPHRINE HYDROCHLORIDE,5.0,5.4,1060,0.039230484541326494,0.00023247203877978012
PITAVASTATIN CALCIUM SALT,9.8,21.0,11694,0.4638501094227998,0.0009040579285880338
PRAZOSIN HYDROCHLORIDE,355.79999999999995,404.09999999999997,295982,0.06571591973900826,0.017396657568686878
RAMIPRIL,151.1,135.6,237463,-0.05267802312923042,0.005837631196025589
RAMIPRIL + TELMISARTAN,0.0,0.0,16,0.0,0.0
ROSUVASTATIN CALCIUM SALT,1395.4,1802.7,1223599,0.13661234851063941,0.07760691561264993
ROSUVASTATIN CALCIUM SALT + TELMISARTAN,14.7,19.3,9868,0.1458294681443777,0.0008308722867499549
S-METOPROLOL SUCCINATE + TELMISARTAN,20.2,25.4,17336,0.121349964361821,0.0010934795898160027
SAROGLITAZAR,191.1,537.6,155103,0.6772557387550693,0.023143882971853665
SIMVASTATIN,5.6000000000000005,5.2,3712,-0.036375888340568485,0.0002238619632694179
TELMISARTAN,1176.0,1436.3,3428189,0.10514412517778249,0.06183325727766633
TERAZOSIN HYDROCHLORIDE,4.8999999999999995,4.6,2065,-0.03109571669639022,0.0001980317367383312
TRADITIONAL INDIAN AYURVEDIC MEDICINE,1.8,4.4,66943,0.5634719199411433,0.000189421661227969
VALSARTAN,39.1,37.0,26026,-0.02722481523103104,0.0015928639694170119
VERAPAMIL HYDROCHLORIDE,19.8,28.4,152205,0.1976407785072427,0.0012226307224714361
